gene_symbol	sig-DMD	corr_coef	p_value	abs_corr_coef	FDR_BH_Reject	FDR_BH_p	Bonfer_Reject	Bonfer_p	BRCA	TN-BRCA	nonTN-BRCA	ERR-BRCA
MB	sig-DMD_3907	0.26354059297314786	0.0	0.26354059297314786	True	0.0	True	0.0	Yes	Yes	Yes	No
MB	sig-DMD_629	-0.28073793652572304	0.0	0.28073793652572304	True	0.0	True	0.0	Yes	Yes	Yes	No
MBNL2	sig-DMD_1363	-0.3988118532877708	0.0	0.3988118532877708	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1298	0.4253352949315008	0.0	0.4253352949315008	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1299	0.41200505466744014	0.0	0.41200505466744014	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1300	0.4599645600914916	0.0	0.4599645600914916	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1301	0.3501191154064466	0.0	0.3501191154064466	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1302	0.340085928144268	0.0	0.340085928144268	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1303	0.4296502959884198	0.0	0.4296502959884198	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1306	0.3429111247085619	0.0	0.3429111247085619	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1308	0.3656935376285827	0.0	0.3656935376285827	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1309	0.347206196369919	0.0	0.347206196369919	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1310	0.4210609367703117	0.0	0.4210609367703117	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1312	0.4088044263649116	0.0	0.4088044263649116	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1313	0.35254173624295915	0.0	0.35254173624295915	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_1314	0.4407192490204074	0.0	0.4407192490204074	True	0.0	True	0.0	Yes	No	No	No
MBP	sig-DMD_2380	-0.3853907924431379	0.0	0.3853907924431379	True	0.0	True	0.0	Yes	No	No	No
MCF2L2	sig-DMD_3354	-0.4066951808084173	0.0	0.4066951808084173	True	0.0	True	0.0	Yes	Yes	Yes	No
MCMDC2	sig-DMD_4124	-0.23933352043145065	0.0	0.23933352043145065	True	0.0	True	0.0	No	Yes	No	No
MDFI	sig-DMD_3693	-0.4564730919054806	0.0	0.4564730919054806	True	0.0	True	0.0	No	No	Yes	No
MDH2	sig-DMD_3881	-0.294144223398695	0.0	0.294144223398695	True	0.0	True	0.0	Yes	Yes	Yes	No
MEF2C	sig-DMD_3546	-0.41210644307084576	0.0	0.41210644307084576	True	0.0	True	0.0	Yes	No	Yes	No
MEF2C	sig-DMD_3547	-0.40580811995106303	0.0	0.40580811995106303	True	0.0	True	0.0	Yes	No	Yes	No
MEIS1	sig-DMD_2686	-0.2376809177974381	0.0	0.2376809177974381	True	0.0	True	0.0	Yes	No	No	Yes
MEIS1	sig-DMD_2687	-0.2508593863529422	0.0	0.2508593863529422	True	0.0	True	0.0	Yes	No	No	Yes
MEIS2	sig-DMD_1514	-0.23896539950366225	0.0	0.23896539950366225	True	0.0	True	0.0	Yes	Yes	Yes	Yes
MEIS2	sig-DMD_1515	-0.2288374899521101	0.0	0.2288374899521101	True	0.0	True	0.0	Yes	Yes	Yes	Yes
MEIS3	sig-DMD_2589	0.6047804969437734	0.0	0.6047804969437734	True	0.0	True	0.0	No	Yes	No	No
MEIS3	sig-DMD_2590	0.4049948094118962	0.0	0.4049948094118962	True	0.0	True	0.0	No	Yes	No	No
MELK	sig-DMD_4241	0.2229294769590956	0.0	0.2229294769590956	True	0.0	True	0.0	Yes	No	No	No
MEN1	sig-DMD_808	-0.444244037798864	0.0	0.444244037798864	True	0.0	True	0.0	Yes	No	No	No
MERTK	sig-DMD_2731	-0.2649812186522674	0.0	0.2649812186522674	True	0.0	True	0.0	No	No	Yes	No
MET	sig-DMD_1609	-0.2376630253308488	0.0	0.2376630253308488	True	0.0	True	0.0	No	No	Yes	No
MET	sig-DMD_1939	-0.5627261183178679	0.0	0.5627261183178679	True	0.0	True	0.0	No	No	Yes	No
MET	sig-DMD_2308	-0.3052246393963448	0.0	0.3052246393963448	True	0.0	True	0.0	No	No	Yes	No
MET	sig-DMD_3912	-0.3584229754314409	0.0	0.3584229754314409	True	0.0	True	0.0	No	No	Yes	No
METRN	sig-DMD_2308	0.2556578496295888	0.0	0.2556578496295888	True	0.0	True	0.0	Yes	Yes	Yes	No
METRNL	sig-DMD_2308	-0.22339203119229464	0.0	0.22339203119229464	True	0.0	True	0.0	Yes	No	No	No
MEX3A	sig-DMD_274	-0.4785151614458911	0.0	0.4785151614458911	True	0.0	True	0.0	Yes	Yes	Yes	No
MEX3A	sig-DMD_275	-0.3596497194673785	0.0	0.3596497194673785	True	0.0	True	0.0	Yes	Yes	Yes	No
MGA	sig-DMD_1521	-0.3329705886244292	0.0	0.3329705886244292	True	0.0	True	0.0	Yes	No	No	No
MGAT4A	sig-DMD_2721	0.2548482222269252	0.0	0.2548482222269252	True	0.0	True	0.0	Yes	Yes	Yes	No
MGAT4B	sig-DMD_3623	-0.32330268421829866	0.0	0.32330268421829866	True	0.0	True	0.0	Yes	Yes	No	No
MICAL2	sig-DMD_748	-0.34406327385597746	0.0	0.34406327385597746	True	0.0	True	0.0	Yes	No	No	No
MICALL2	sig-DMD_3797	0.2276675702258747	0.0	0.2276675702258747	True	0.0	True	0.0	Yes	Yes	Yes	No
MIEN1	sig-DMD_2200	-0.5570444116659683	0.0	0.5570444116659683	True	0.0	True	0.0	Yes	No	No	No
MIF4GD	sig-DMD_2255	-0.25710794279240184	0.0	0.25710794279240184	True	0.0	True	0.0	Yes	No	No	No
MIPOL1	sig-DMD_1423	-0.2165679400205083	0.0	0.2165679400205083	True	0.0	True	0.0	Yes	Yes	No	No
MIPOL1	sig-DMD_1424	-0.392588093639353	0.0	0.392588093639353	True	0.0	True	0.0	Yes	Yes	No	No
MKI67	sig-DMD_641	-0.3296368285641257	0.0	0.3296368285641257	True	0.0	True	0.0	Yes	No	No	No
MKI67	sig-DMD_642	-0.2965728363229451	0.0	0.2965728363229451	True	0.0	True	0.0	Yes	No	No	No
MKI67	sig-DMD_648	-0.25371146227511343	0.0	0.25371146227511343	True	0.0	True	0.0	Yes	No	No	No
MKI67	sig-DMD_649	-0.24771625447455875	0.0	0.24771625447455875	True	0.0	True	0.0	Yes	No	No	No
MKI67	sig-DMD_650	-0.3026621479019363	0.0	0.3026621479019363	True	0.0	True	0.0	Yes	No	No	No
MKI67	sig-DMD_655	-0.4144499367789961	0.0	0.4144499367789961	True	0.0	True	0.0	Yes	No	No	No
MKNK2	sig-DMD_2402	-0.4940086330458381	0.0	0.4940086330458381	True	0.0	True	0.0	Yes	No	No	No
MKX	sig-DMD_547	-0.3101993850709901	0.0	0.3101993850709901	True	0.0	True	0.0	Yes	No	No	No
MLXIP	sig-DMD_1075	-0.5427044551932501	0.0	0.5427044551932501	True	0.0	True	0.0	Yes	Yes	Yes	No
MME	sig-DMD_11	0.327106733524947	0.0	0.327106733524947	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_12	0.3884086630679012	0.0	0.3884086630679012	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_13	0.4136375942536392	0.0	0.4136375942536392	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_14	0.4067817687182337	0.0	0.4067817687182337	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_15	0.31341600988681023	0.0	0.31341600988681023	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_16	0.32488977368096794	0.0	0.32488977368096794	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_17	0.3674072487600301	0.0	0.3674072487600301	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_18	0.32606761080399665	0.0	0.32606761080399665	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_20	0.4511387992202949	0.0	0.4511387992202949	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_21	0.4155074521341618	0.0	0.4155074521341618	True	0.0	True	0.0	No	No	Yes	No
MME	sig-DMD_3338	-0.2744109071355183	0.0	0.2744109071355183	True	0.0	True	0.0	No	No	Yes	No
MMEL1	sig-DMD_13	-0.2012765632315568	0.0	0.2012765632315568	True	0.0	True	0.0	Yes	No	No	No
MMEL1	sig-DMD_14	-0.2469106162094735	0.0	0.2469106162094735	True	0.0	True	0.0	Yes	No	No	No
MMEL1	sig-DMD_16	-0.2104801270560892	0.0	0.2104801270560892	True	0.0	True	0.0	Yes	No	No	No
MMEL1	sig-DMD_21	-0.23456295516604905	0.0	0.23456295516604905	True	0.0	True	0.0	Yes	No	No	No
MNX1	sig-DMD_4020	0.5177236855296291	0.0	0.5177236855296291	True	0.0	True	0.0	Yes	No	No	No
MNX1	sig-DMD_4021	0.5761001394369358	0.0	0.5761001394369358	True	0.0	True	0.0	Yes	No	No	No
MNX1	sig-DMD_4022	0.5402044062492812	0.0	0.5402044062492812	True	0.0	True	0.0	Yes	No	No	No
MOB3B	sig-DMD_4231	-0.4255164554374155	0.0	0.4255164554374155	True	0.0	True	0.0	No	No	Yes	No
MOCS1	sig-DMD_3687	-0.2035408860030235	0.0	0.2035408860030235	True	0.0	True	0.0	No	No	Yes	No
MORC2	sig-DMD_3180	-0.4064347568591825	0.0	0.4064347568591825	True	0.0	True	0.0	No	Yes	No	No
MRAS	sig-DMD_3324	-0.597115352790121	0.0	0.597115352790121	True	0.0	True	0.0	No	No	Yes	No
MRPL13	sig-DMD_4148	0.3487003843577232	0.0	0.3487003843577232	True	0.0	True	0.0	No	No	Yes	No
MRPS34	sig-DMD_1616	0.26126747248724963	0.0	0.26126747248724963	True	0.0	True	0.0	Yes	No	No	No
MSX1	sig-DMD_3394	0.2145581145838216	0.0	0.2145581145838216	True	0.0	True	0.0	Yes	No	No	No
MSX2	sig-DMD_3607	0.25699938168770137	0.0	0.25699938168770137	True	0.0	True	0.0	Yes	Yes	Yes	No
MTAP	sig-DMD_4224	-0.2350101467693595	0.0	0.2350101467693595	True	0.0	True	0.0	No	No	Yes	No
MTSS1L	sig-DMD_2104	-0.4513226355124138	0.0	0.4513226355124138	True	0.0	True	0.0	Yes	Yes	Yes	No
MUC1	sig-DMD_272	-0.5513004935860304	0.0	0.5513004935860304	True	0.0	True	0.0	No	No	Yes	No
MXRA8	sig-DMD_4	-0.2710888910858061	0.0	0.2710888910858061	True	0.0	True	0.0	Yes	No	No	Yes
MYC	sig-DMD_4156	-0.5403495752896008	0.0	0.5403495752896008	True	0.0	True	0.0	Yes	Yes	Yes	No
MYH11	sig-DMD_1892	-0.2031007288168601	0.0	0.2031007288168601	True	0.0	True	0.0	Yes	No	No	No
MYO1C	sig-DMD_2134	-0.2098726197352029	0.0	0.2098726197352029	True	0.0	True	0.0	Yes	No	No	No
MYO3A	sig-DMD_543	0.3266391496043538	0.0	0.3266391496043538	True	0.0	True	0.0	Yes	No	No	No
MYO6	sig-DMD_3718	-0.5041777889700504	0.0	0.5041777889700504	True	0.0	True	0.0	No	No	No	Yes
MYO9B	sig-DMD_2450	-0.27293228142831355	0.0	0.27293228142831355	True	0.0	True	0.0	No	No	Yes	No
MZT2A	sig-DMD_2751	-0.20988347002731045	0.0	0.20988347002731045	True	0.0	True	0.0	Yes	No	No	Yes
N4BP3	sig-DMD_3617	-0.34134086264061314	0.0	0.34134086264061314	True	0.0	True	0.0	Yes	No	No	No
NAA30	sig-DMD_1437	-0.2241910676900482	0.0	0.2241910676900482	True	0.0	True	0.0	Yes	No	No	No
NABP1	sig-DMD_2785	-0.5311781127159786	0.0	0.5311781127159786	True	0.0	True	0.0	No	Yes	No	No
NAGK	sig-DMD_2693	-0.2714338545849742	0.0	0.2714338545849742	True	0.0	True	0.0	Yes	Yes	No	No
NAT8L	sig-DMD_3386	-0.4058342781923142	0.0	0.4058342781923142	True	0.0	True	0.0	No	Yes	No	No
NAV2	sig-DMD_760	-0.2540743480493768	0.0	0.2540743480493768	True	0.0	True	0.0	Yes	No	No	No
NBEA	sig-DMD_1339	0.3592843752664365	0.0	0.3592843752664365	True	0.0	True	0.0	Yes	Yes	Yes	No
NCAPG2	sig-DMD_4043	-0.2474223013937012	0.0	0.2474223013937012	True	0.0	True	0.0	Yes	No	No	No
NCDN	sig-DMD_120	-0.25781078465029433	0.0	0.25781078465029433	True	0.0	True	0.0	Yes	No	No	No
NCL	sig-DMD_2817	-0.2467899810351617	0.0	0.2467899810351617	True	0.0	True	0.0	No	Yes	No	No
NDN	sig-DMD_3469	-0.2782824565862039	0.0	0.2782824565862039	True	0.0	True	0.0	Yes	No	No	No
NDNF	sig-DMD_3469	-0.3512024461006221	0.0	0.3512024461006221	True	0.0	True	0.0	Yes	No	No	No
NDRG1	sig-DMD_4158	-0.4971583109047529	0.0	0.4971583109047529	True	0.0	True	0.0	No	No	Yes	No
NDRG2	sig-DMD_1411	-0.5415079309673066	0.0	0.5415079309673066	True	0.0	True	0.0	No	Yes	Yes	No
NDRG2	sig-DMD_1412	-0.5922492620501169	0.0	0.5922492620501169	True	0.0	True	0.0	No	Yes	Yes	No
NDST1	sig-DMD_3587	-0.3729466358845495	0.0	0.3729466358845495	True	0.0	True	0.0	Yes	No	No	No
NEFM	sig-DMD_4063	-0.2478722988427769	0.0	0.2478722988427769	True	0.0	True	0.0	Yes	No	No	No
NEFM	sig-DMD_4064	0.27263724732467465	0.0	0.27263724732467465	True	0.0	True	0.0	Yes	No	No	No
NEK10	sig-DMD_3254	-0.2597692792320583	0.0	0.2597692792320583	True	0.0	True	0.0	Yes	No	No	No
NELFCD	sig-DMD_3023	-0.20817980358658766	0.0	0.20817980358658766	True	0.0	True	0.0	No	Yes	Yes	No
NEO1	sig-DMD_1551	0.2471379855611785	0.0	0.2471379855611785	True	0.0	True	0.0	Yes	No	No	No
NES	sig-DMD_281	-0.43986433012845016	0.0	0.43986433012845016	True	0.0	True	0.0	No	No	Yes	No
NET1	sig-DMD_520	-0.6401565084637547	0.0	0.6401565084637547	True	0.0	True	0.0	Yes	No	No	No
NEU4	sig-DMD_2836	0.5683444771658925	0.0	0.5683444771658925	True	0.0	True	0.0	No	No	No	Yes
NEURL	sig-DMD_2929	0.3674635227913815	0.0	0.3674635227913815	True	0.0	True	0.0	No	Yes	No	Yes
NEURL	sig-DMD_3602	-0.2474372086842865	0.0	0.2474372086842865	True	0.0	True	0.0	No	Yes	No	Yes
NEURL1B	sig-DMD_3602	-0.2392568541490389	0.0	0.2392568541490389	True	0.0	True	0.0	Yes	Yes	Yes	No
NEURL1B	sig-DMD_3603	-0.3699239887940747	0.0	0.3699239887940747	True	0.0	True	0.0	Yes	Yes	Yes	No
NEUROG2	sig-DMD_3463	-0.20313681545700746	0.0	0.20313681545700746	True	0.0	True	0.0	Yes	Yes	Yes	No
NFAM1	sig-DMD_3203	-0.2715067620460999	0.0	0.2715067620460999	True	0.0	True	0.0	Yes	Yes	Yes	No
NFE2L1	sig-DMD_2213	-0.3641579261032245	0.0	0.3641579261032245	True	0.0	True	0.0	Yes	No	No	No
NFE2L3	sig-DMD_3813	0.262518153119342	0.0	0.262518153119342	True	0.0	True	0.0	Yes	Yes	Yes	No
NFE2L3	sig-DMD_3814	-0.6305192036204664	0.0	0.6305192036204664	True	0.0	True	0.0	Yes	Yes	Yes	No
NFIA	sig-DMD_160	-0.30242366793910125	0.0	0.30242366793910125	True	0.0	True	0.0	No	Yes	No	No
NFIB	sig-DMD_4220	-0.3208796347817688	0.0	0.3208796347817688	True	0.0	True	0.0	No	No	Yes	No
NFIB	sig-DMD_4221	-0.6004696928959361	0.0	0.6004696928959361	True	0.0	True	0.0	No	No	Yes	No
NFIB	sig-DMD_4222	-0.3186312714225905	0.0	0.3186312714225905	True	0.0	True	0.0	No	No	Yes	No
NFIC	sig-DMD_2406	-0.24233815713291856	0.0	0.24233815713291856	True	0.0	True	0.0	Yes	No	No	No
NFIL3	sig-DMD_4262	-0.4858895369874504	0.0	0.4858895369874504	True	0.0	True	0.0	Yes	No	Yes	No
NFIX	sig-DMD_2430	-0.4078499569857051	0.0	0.4078499569857051	True	0.0	True	0.0	Yes	Yes	Yes	No
NFIX	sig-DMD_2431	-0.7094603275579565	0.0	0.7094603275579565	True	0.0	True	0.0	Yes	Yes	Yes	No
NFIX	sig-DMD_2432	-0.6867289071972442	0.0	0.6867289071972442	True	0.0	True	0.0	Yes	Yes	Yes	No
NFIX	sig-DMD_2433	-0.6647770719671743	0.0	0.6647770719671743	True	0.0	True	0.0	Yes	Yes	Yes	No
NINJ1	sig-DMD_4266	-0.2757903446254425	0.0	0.2757903446254425	True	0.0	True	0.0	No	Yes	No	No
NKX2-2	sig-DMD_2865	0.4970875392769221	0.0	0.4970875392769221	True	0.0	True	0.0	Yes	No	No	No
NKX2-2	sig-DMD_2866	0.2129067593137363	0.0	0.2129067593137363	True	0.0	True	0.0	Yes	No	No	No
NKX2-3	sig-DMD_592	0.4146125370036381	0.0	0.4146125370036381	True	0.0	True	0.0	Yes	No	No	No
NLGN1	sig-DMD_3350	-0.2388152654008229	0.0	0.2388152654008229	True	0.0	True	0.0	No	No	Yes	No
NME3	sig-DMD_1616	0.21679174081719524	0.0	0.21679174081719524	True	0.0	True	0.0	Yes	No	No	No
NMNAT2	sig-DMD_348	-0.22401148773140814	0.0	0.22401148773140814	True	0.0	True	0.0	Yes	No	No	No
NMRAL1	sig-DMD_1633	-0.2786543516996385	0.0	0.2786543516996385	True	0.0	True	0.0	No	Yes	No	No
NNAT	sig-DMD_2918	-0.32225494979820946	0.0	0.32225494979820946	True	0.0	True	0.0	Yes	No	No	No
NOS1AP	sig-DMD_310	-0.5667631587004501	0.0	0.5667631587004501	True	0.0	True	0.0	Yes	No	No	No
NOTCH1	sig-DMD_4333	-0.6510636907886386	0.0	0.6510636907886386	True	0.0	True	0.0	Yes	Yes	Yes	No
NPAS2	sig-DMD_2722	0.2442782594366299	0.0	0.2442782594366299	True	0.0	True	0.0	No	Yes	No	No
NPC1	sig-DMD_2331	-0.27976766743045284	0.0	0.27976766743045284	True	0.0	True	0.0	Yes	Yes	Yes	No
NPDC1	sig-DMD_4338	0.21373810699002133	0.0	0.21373810699002133	True	0.0	True	0.0	Yes	Yes	Yes	No
NPR3	sig-DMD_3515	-0.2757785154601046	0.0	0.2757785154601046	True	0.0	True	0.0	Yes	No	No	Yes
NPTX1	sig-DMD_2300	0.20752505168822336	0.0	0.20752505168822336	True	0.0	True	0.0	Yes	Yes	Yes	No
NPTXR	sig-DMD_3191	0.2243605194094764	0.0	0.2243605194094764	True	0.0	True	0.0	Yes	Yes	Yes	No
NR2E1	sig-DMD_3740	-0.3062367880357025	0.0	0.3062367880357025	True	0.0	True	0.0	Yes	Yes	Yes	No
NR2E1	sig-DMD_3743	-0.234703993263014	0.0	0.234703993263014	True	0.0	True	0.0	Yes	Yes	Yes	No
NR2F1	sig-DMD_3549	-0.20328503610640367	0.0	0.20328503610640367	True	0.0	True	0.0	Yes	No	No	No
NR2F1	sig-DMD_3550	-0.39074166786031067	0.0	0.39074166786031067	True	0.0	True	0.0	Yes	No	No	No
NR2F2	sig-DMD_1585	-0.2898365146284832	0.0	0.2898365146284832	True	0.0	True	0.0	Yes	No	No	No
NR2F2	sig-DMD_1586	-0.20562247475942128	0.0	0.20562247475942128	True	0.0	True	0.0	Yes	No	No	No
NR4A3	sig-DMD_4280	-0.2136674302127464	0.0	0.2136674302127464	True	0.0	True	0.0	Yes	No	No	No
NRARP	sig-DMD_4344	-0.3304269380983545	0.0	0.3304269380983545	True	0.0	True	0.0	Yes	Yes	Yes	Yes
NRN1	sig-DMD_3638	-0.298505092263075	0.0	0.298505092263075	True	0.0	True	0.0	Yes	Yes	No	No
NRP2	sig-DMD_2791	-0.3262933075974083	0.0	0.3262933075974083	True	0.0	True	0.0	No	No	Yes	No
NT5DC2	sig-DMD_3283	-0.5040502909344148	0.0	0.5040502909344148	True	0.0	True	0.0	No	No	Yes	No
NT5E	sig-DMD_3724	-0.2531681937791299	0.0	0.2531681937791299	True	0.0	True	0.0	Yes	Yes	Yes	No
NTRK3	sig-DMD_1573	-0.2560476565173077	0.0	0.2560476565173077	True	0.0	True	0.0	Yes	No	No	Yes
NUAK1	sig-DMD_969	-0.2686899851424415	0.0	0.2686899851424415	True	0.0	True	0.0	Yes	No	No	No
NUDT16L1	sig-DMD_1635	-0.2526526869610731	0.0	0.2526526869610731	True	0.0	True	0.0	Yes	No	No	No
NUP210	sig-DMD_3245	-0.21139860784317646	0.0	0.21139860784317646	True	0.0	True	0.0	Yes	No	No	No
NUS1	sig-DMD_3751	-0.3557094674845887	0.0	0.3557094674845887	True	0.0	True	0.0	No	Yes	No	No
NXPH1	sig-DMD_3805	0.3354532950173643	0.0	0.3354532950173643	True	0.0	True	0.0	Yes	No	No	Yes
NXPH4	sig-DMD_946	0.3356894585255762	0.0	0.3356894585255762	True	0.0	True	0.0	Yes	Yes	Yes	No
OAT	sig-DMD_633	-0.2514118886921623	0.0	0.2514118886921623	True	0.0	True	0.0	Yes	Yes	Yes	No
OCA2	sig-DMD_1505	-0.27372134402350656	0.0	0.27372134402350656	True	0.0	True	0.0	Yes	Yes	Yes	No
OCA2	sig-DMD_1506	-0.5091078252971024	0.0	0.5091078252971024	True	0.0	True	0.0	Yes	Yes	Yes	No
ODC1	sig-DMD_2644	-0.6720591127428511	0.0	0.6720591127428511	True	0.0	True	0.0	Yes	Yes	Yes	No
OGDHL	sig-DMD_562	0.29373014786603946	0.0	0.29373014786603946	True	0.0	True	0.0	Yes	No	No	No
OGFRL1	sig-DMD_3712	-0.4680729029505903	0.0	0.4680729029505903	True	0.0	True	0.0	Yes	No	Yes	No
OLFM1	sig-DMD_4328	0.5999219888673202	0.0	0.5999219888673202	True	0.0	True	0.0	No	Yes	No	No
OLIG1	sig-DMD_3131	0.4775546114903351	0.0	0.4775546114903351	True	0.0	True	0.0	Yes	No	No	No
OLIG2	sig-DMD_3130	0.20815868609053567	0.0	0.20815868609053567	True	0.0	True	0.0	Yes	No	Yes	No
OLIG2	sig-DMD_3131	0.3889955824000949	0.0	0.3889955824000949	True	0.0	True	0.0	Yes	No	Yes	No
OMA1	sig-DMD_157	-0.3506155025505798	0.0	0.3506155025505798	True	0.0	True	0.0	Yes	No	No	No
ONECUT1	sig-DMD_1531	0.4475202066498335	0.0	0.4475202066498335	True	0.0	True	0.0	Yes	Yes	Yes	Yes
ONECUT1	sig-DMD_1532	0.3866508007344325	0.0	0.3866508007344325	True	0.0	True	0.0	Yes	Yes	Yes	Yes
ONECUT1	sig-DMD_1533	0.3639689558652844	0.0	0.3639689558652844	True	0.0	True	0.0	Yes	Yes	Yes	Yes
ONECUT2	sig-DMD_2364	0.4480590664295154	0.0	0.4480590664295154	True	0.0	True	0.0	Yes	No	No	Yes
ONECUT2	sig-DMD_2365	0.4077163355575984	0.0	0.4077163355575984	True	0.0	True	0.0	Yes	No	No	Yes
ONECUT2	sig-DMD_2366	0.2418697606243664	0.0	0.2418697606243664	True	0.0	True	0.0	Yes	No	No	Yes
OPRK1	sig-DMD_4102	-0.219910627370389	0.0	0.219910627370389	True	0.0	True	0.0	No	No	Yes	No
OPRL1	sig-DMD_3118	0.22382347737911545	0.0	0.22382347737911545	True	0.0	True	0.0	No	Yes	No	No
ORAI1	sig-DMD_1071	-0.4104262263418374	0.0	0.4104262263418374	True	0.0	True	0.0	Yes	Yes	Yes	No
ORAOV1	sig-DMD_827	0.2889293370865729	0.0	0.2889293370865729	True	0.0	True	0.0	Yes	Yes	Yes	No
OSBPL9	sig-DMD_151	-0.3192071070249809	0.0	0.3192071070249809	True	0.0	True	0.0	Yes	No	No	No
OSGIN2	sig-DMD_4136	-0.3431655806763521	0.0	0.3431655806763521	True	0.0	True	0.0	No	Yes	No	No
OSR1	sig-DMD_2647	-0.3133652804112221	0.0	0.3133652804112221	True	0.0	True	0.0	Yes	No	Yes	No
OSR1	sig-DMD_2648	-0.4465639902042384	0.0	0.4465639902042384	True	0.0	True	0.0	Yes	No	Yes	No
OSTM1	sig-DMD_3742	-0.222884843234934	0.0	0.222884843234934	True	0.0	True	0.0	Yes	Yes	Yes	No
OTP	sig-DMD_3540	0.3034057440879833	0.0	0.3034057440879833	True	0.0	True	0.0	Yes	No	No	No
OTP	sig-DMD_3541	0.3415649238435973	0.0	0.3415649238435973	True	0.0	True	0.0	Yes	No	No	No
OTUD7B	sig-DMD_247	-0.24085620323368226	0.0	0.24085620323368226	True	0.0	True	0.0	No	Yes	No	No
OTX1	sig-DMD_2680	-0.2841432089337657	0.0	0.2841432089337657	True	0.0	True	0.0	Yes	Yes	Yes	Yes
OTX1	sig-DMD_2682	0.3779965258453759	0.0	0.3779965258453759	True	0.0	True	0.0	Yes	Yes	Yes	Yes
OVOL1	sig-DMD_816	-0.3713489965436077	0.0	0.3713489965436077	True	0.0	True	0.0	Yes	No	No	No
OXCT1	sig-DMD_3519	-0.3949607937082021	0.0	0.3949607937082021	True	0.0	True	0.0	No	No	Yes	No
PAK7	sig-DMD_2855	-0.2281285767775477	0.0	0.2281285767775477	True	0.0	True	0.0	Yes	Yes	Yes	No
PALLD	sig-DMD_3484	-0.2303652876415579	0.0	0.2303652876415579	True	0.0	True	0.0	No	No	Yes	No
PANX1	sig-DMD_849	-0.2423198766225917	0.0	0.2423198766225917	True	0.0	True	0.0	Yes	No	No	No
PAQR8	sig-DMD_3706	-0.37939940464342403	0.0	0.37939940464342403	True	0.0	True	0.0	No	Yes	No	No
PARD6G	sig-DMD_2384	-0.33695480216106355	0.0	0.33695480216106355	True	0.0	True	0.0	Yes	No	No	No
PARP4	sig-DMD_1325	-0.2281222330070784	0.0	0.2281222330070784	True	0.0	True	0.0	Yes	No	No	No
PARP8	sig-DMD_3526	-0.27093958292552595	0.0	0.27093958292552595	True	0.0	True	0.0	Yes	No	No	No
PAX1	sig-DMD_2868	0.4592188567458992	0.0	0.4592188567458992	True	0.0	True	0.0	Yes	No	No	No
PAX2	sig-DMD_595	0.23461037217708675	0.0	0.23461037217708675	True	0.0	True	0.0	Yes	No	No	Yes
PAX2	sig-DMD_596	0.3698320393439451	0.0	0.3698320393439451	True	0.0	True	0.0	Yes	No	No	Yes
PAX2	sig-DMD_597	0.3903973069756571	0.0	0.3903973069756571	True	0.0	True	0.0	Yes	No	No	Yes
PAX3	sig-DMD_2808	-0.30106735503785403	0.0	0.30106735503785403	True	0.0	True	0.0	Yes	Yes	No	No
PAX5	sig-DMD_4241	-0.21662452843914254	0.0	0.21662452843914254	True	0.0	True	0.0	Yes	No	No	No
PAX9	sig-DMD_1422	0.2897806897188698	0.0	0.2897806897188698	True	0.0	True	0.0	Yes	No	No	No
PAXIP1	sig-DMD_3960	-0.2988268607539541	0.0	0.2988268607539541	True	0.0	True	0.0	Yes	No	No	No
PAXIP1	sig-DMD_3961	-0.2917342187802833	0.0	0.2917342187802833	True	0.0	True	0.0	Yes	No	No	No
PAXIP1	sig-DMD_3963	-0.35653650060093217	0.0	0.35653650060093217	True	0.0	True	0.0	Yes	No	No	No
PAXIP1	sig-DMD_3969	-0.2404361311858729	0.0	0.2404361311858729	True	0.0	True	0.0	Yes	No	No	No
PBX3	sig-DMD_4300	-0.30206799905653275	0.0	0.30206799905653275	True	0.0	True	0.0	Yes	No	No	No
PCBP3	sig-DMD_3158	-0.4684911190991868	0.0	0.4684911190991868	True	0.0	True	0.0	Yes	Yes	Yes	No
